Date,Region,Product_Category,Price,Quantity,Customer_Age,Satisfaction_Score,Product_Return,Revenue
2022-05-26,North,Clothing,388.93,5,38,3,1,1944.65
2022-05-26,South,Clothing,141.5,13,49,4,0,1839.5
2022-05-27,East,Furniture,322.95,5,69,3,0,1614.75
2022-05-28,South,Food,16.97,15,49,3,1,254.54999999999998
2022-05-28,East,Food,439.6,5,47,1,0,2198.0
2022-05-30,West,Clothing,401.04,3,44,2,0,1203.1200000000001
2022-05-30,North,Food,415.09,6,36,2,0,2490.54
2022-06-01,West,Clothing,482.19,10,44,2,0,4821.9
2022-06-02,East,Food,105.86,17,37,1,0,1799.62
2022-06-02,West,Electronics,102.75,17,51,4,0,1746.75
2022-06-03,North,Furniture,8.79,13,47,3,0,114.26999999999998
2022-06-04,North,Furniture,185.47,19,66,5,0,3523.93
2022-06-09,North,Clothing,288.16,17,46,5,0,4898.72
2022-06-10,North,Food,443.87,6,63,3,0,2663.2200000000003
2022-06-13,East,Electronics,458.73,5,47,5,1,2293.65
2022-06-14,West,Food,337.01,18,55,1,0,6066.18
2022-06-15,West,Furniture,279.77,7,40,4,0,1958.3899999999999
2022-06-15,South,Food,282.08,10,25,2,0,2820.7999999999997
2022-06-16,North,Furniture,227.93,17,67,4,0,3874.81
2022-06-21,East,Electronics,61.81,11,33,3,0,679.9100000000001
2022-06-27,North,Food,104.65,17,69,3,0,1779.0500000000002
2022-06-30,East,Clothing,375.67,4,56,1,0,1502.68
2022-07-01,West,Furniture,30.31,8,59,5,0,242.48
2022-07-02,East,Clothing,243.08,8,36,2,0,1944.64
2022-07-07,South,Electronics,153.29,18,28,2,0,2759.22
2022-07-08,East,Clothing,416.53,17,57,3,0,7081.009999999999
2022-07-09,West,Clothing,116.53,4,55,2,0,466.12
2022-07-13,South,Furniture,312.23,6,63,5,0,1873.38
2022-07-16,East,Furniture,227.62,17,68,3,0,3869.54
2022-07-17,South,Clothing,203.88,5,46,1,1,1019.4
2022-07-17,East,Furniture,445.6,11,38,3,0,4901.6
2022-07-17,North,Food,421.15,8,21,3,0,3369.2
2022-07-18,South,Furniture,322.21,14,47,5,0,4510.94
2022-07-22,West,Furniture,176.21,16,38,4,0,2819.36
2022-07-23,North,Furniture,352.62,9,46,3,0,3173.58
2022-07-24,East,Electronics,319.12,5,50,4,0,1595.6
2022-08-03,South,Furniture,64.91,10,36,2,1,649.0999999999999
2022-08-05,East,Electronics,402.28,10,22,1,0,4022.7999999999997
2022-08-09,East,Furniture,151.25,8,33,1,0,1210.0
2022-08-11,South,Electronics,5.77,13,65,3,0,75.00999999999999
2022-08-12,West,Food,114.2,4,29,5,1,456.8
2022-08-12,East,Electronics,492.41,12,22,3,1,5908.92
2022-08-13,South,Food,205.14,14,51,1,0,2871.96
2022-08-13,East,Electronics,398.75,19,63,2,0,7576.25
2022-08-14,East,Clothing,59.81,11,64,4,1,657.9100000000001
2022-08-14,East,Food,339.85,13,48,2,0,4418.05
2022-08-15,North,Furniture,38.47,18,44,4,0,692.46
2022-08-15,North,Food,123.74,1,25,3,0,123.74
2022-08-15,North,Food,120.69,17,40,3,0,2051.73
2022-08-16,South,Food,224.8,7,62,3,0,1573.6000000000001
2022-08-17,West,Electronics,416.69,4,46,2,0,1666.76
2022-08-18,North,Food,491.92,6,55,4,0,2951.52
2022-08-19,South,Clothing,30.87,9,63,4,0,277.83
2022-08-25,East,Furniture,480.76,10,30,2,0,4807.6
2022-08-27,South,Furniture,237.04,16,21,4,0,3792.64
2022-08-28,West,Clothing,444.76,18,24,1,0,8005.68
2022-08-29,North,Food,87.06,6,41,3,0,522.36
2022-08-29,North,Furniture,195.83,19,34,3,0,3720.7700000000004
2022-08-30,North,Electronics,448.08,11,35,3,0,4928.88
2022-09-02,North,Electronics,180.72,17,49,5,0,3072.24
2022-09-04,North,Electronics,415.5,11,18,3,0,4570.5
2022-09-07,South,Electronics,380.9,6,54,5,1,2285.3999999999996
2022-09-08,East,Clothing,146.52,16,49,3,0,2344.32
2022-09-16,East,Electronics,177.67,11,33,5,0,1954.37
2022-09-18,South,Furniture,482.42,12,42,2,0,5789.04
2022-09-19,North,Furniture,18.45,16,40,5,0,295.2
2022-09-19,East,Furniture,127.25,4,55,1,0,509.0
2022-09-22,South,Furniture,279.13,16,55,4,0,4466.08
2022-09-23,West,Clothing,315.16,1,22,3,0,315.16
2022-09-23,East,Electronics,411.71,19,57,4,0,7822.49
2022-09-29,East,Furniture,228.36,14,67,4,0,3197.04
2022-09-30,North,Electronics,271.66,16,65,1,0,4346.56
2022-10-05,North,Furniture,357.45,15,56,1,0,5361.75
2022-10-05,East,Electronics,440.09,6,52,1,1,2640.54
2022-10-08,South,Furniture,75.28,16,45,3,0,1204.48
2022-10-09,North,Furniture,79.27,4,55,2,0,317.08
2022-10-09,East,Electronics,46.31,10,35,4,0,463.1
2022-10-11,East,Furniture,7.59,1,56,1,0,7.59
2022-10-12,South,Furniture,155.45,9,62,1,0,1399.05
2022-10-12,East,Food,78.65,10,22,2,0,786.5
2022-10-13,South,Food,54.09,3,25,2,1,162.27
2022-10-13,North,Furniture,496.12,3,60,5,0,1488.3600000000001
2022-10-14,West,Food,483.08,13,37,1,0,6280.04
2022-10-16,South,Food,152.87,19,57,3,0,2904.53
2022-10-17,West,Electronics,10.46,4,53,4,0,41.84
2022-10-17,East,Food,293.49,17,53,2,0,4989.33
2022-10-18,West,Clothing,49.12,11,37,2,0,540.3199999999999
2022-10-18,West,Food,301.19,18,31,5,0,5421.42
2022-10-21,South,Electronics,162.84,3,42,4,0,488.52
2022-10-22,South,Furniture,313.67,12,57,2,0,3764.04
2022-10-25,North,Food,347.62,1,54,3,0,347.62
2022-10-25,East,Clothing,439.16,2,33,2,0,878.32
2022-10-28,East,Furniture,279.09,4,25,1,0,1116.36
2022-10-29,North,Clothing,477.75,15,37,3,0,7166.25
2022-11-01,East,Clothing,303.46,2,64,2,0,606.92
2022-11-04,North,Food,215.91,2,57,4,0,431.82
2022-11-05,South,Electronics,436.25,10,64,5,0,4362.5
2022-11-08,South,Clothing,255.6,6,20,4,0,1533.6
2022-11-10,East,Electronics,214.75,2,20,3,0,429.5
2022-11-11,North,Furniture,499.18,4,31,3,0,1996.72
2022-11-12,East,Furniture,257.66,12,35,4,0,3091.92
2022-11-14,North,Electronics,172.74,14,67,5,0,2418.36
2022-11-17,North,Electronics,240.63,5,63,2,0,1203.15
2022-11-17,East,Electronics,159.35,10,29,4,0,1593.5
2022-11-22,East,Electronics,111.94,13,46,2,0,1455.22
2022-11-22,West,Electronics,167.46,3,26,2,0,502.38
2022-11-25,South,Food,124.39,8,55,2,0,995.12
2022-11-26,North,Food,307.06,16,68,3,0,4912.96
2022-11-26,West,Clothing,392.98,18,64,1,0,7073.64
2022-11-28,South,Food,61.35,6,47,1,0,368.1
2022-11-28,East,Furniture,486.14,13,25,2,0,6319.82
2022-11-30,West,Clothing,349.0,11,33,3,0,3839.0
2022-12-01,South,Clothing,437.74,3,61,1,0,1313.22
2022-12-02,North,Clothing,455.83,15,23,5,0,6837.45
2022-12-05,West,Electronics,250.75,4,68,1,0,1003.0
2022-12-06,South,Food,91.01,6,29,2,0,546.0600000000001
2022-12-07,East,Food,311.7,5,36,3,0,1558.5
2022-12-08,South,Food,97.12,18,54,1,0,1748.16
2022-12-12,North,Furniture,302.93,16,31,2,0,4846.88
2022-12-12,West,Clothing,234.65,19,40,5,0,4458.35
2022-12-12,East,Furniture,434.69,13,34,1,0,5650.97
2022-12-13,West,Electronics,206.73,13,34,2,1,2687.49
2022-12-13,North,Furniture,123.2,7,48,3,0,862.4
2022-12-17,East,Electronics,74.65,7,66,5,0,522.5500000000001
2022-12-17,South,Clothing,402.78,2,45,4,0,805.56
2022-12-17,West,Electronics,395.55,17,42,4,0,6724.35
2022-12-18,South,Food,47.4,18,37,2,0,853.1999999999999
2022-12-22,South,Electronics,305.1,7,68,3,0,2135.7000000000003
2022-12-24,West,Furniture,244.29,15,62,4,0,3664.35
2022-12-28,West,Furniture,113.44,14,27,4,0,1588.1599999999999
2022-12-28,West,Food,170.93,3,61,3,0,512.79
2022-12-29,West,Clothing,269.31,1,35,3,0,269.31
2022-12-31,East,Food,75.71,6,48,4,0,454.26
2022-12-31,East,Food,141.03,6,60,1,0,846.1800000000001
2023-01-02,North,Food,411.49,16,23,4,0,6583.84
2023-01-03,West,Food,446.69,1,61,5,0,446.69
2023-01-04,West,Furniture,272.69,15,26,5,0,4090.35
2023-01-06,North,Clothing,153.2,14,61,1,0,2144.7999999999997
2023-01-09,East,Furniture,272.28,13,60,5,1,3539.6399999999994
2023-01-09,North,Food,385.77,12,56,3,0,4629.24
2023-01-13,West,Clothing,71.55,5,46,4,0,357.75
2023-01-14,East,Food,232.34,3,68,1,0,697.02
2023-01-14,South,Furniture,59.32,9,48,4,0,533.88
2023-01-20,North,Food,336.17,8,43,2,0,2689.36
2023-01-24,North,Electronics,335.62,18,20,2,0,6041.16
2023-01-27,East,Clothing,144.68,10,23,4,0,1446.8000000000002
2023-01-27,South,Electronics,23.18,5,55,3,0,115.9
2023-01-27,South,Food,455.27,18,60,3,0,8194.86
2023-01-27,North,Food,288.9,14,36,4,0,4044.5999999999995
2023-01-27,North,Clothing,374.14,13,45,4,0,4863.82
2023-01-28,East,Food,117.45,4,18,3,0,469.8
2023-01-28,South,Furniture,112.29,7,36,4,0,786.0300000000001
2023-01-31,East,Electronics,420.73,8,66,5,1,3365.84
2023-01-31,East,Clothing,330.11,17,19,3,0,5611.87
2023-02-01,North,Furniture,328.82,17,65,5,0,5589.94
2023-02-03,South,Electronics,413.9,15,20,4,0,6208.5
2023-02-03,East,Furniture,83.19,19,69,2,0,1580.61
2023-02-04,South,Food,391.36,16,32,4,1,6261.76
2023-02-09,East,Electronics,311.7,19,47,5,0,5922.3
2023-02-10,South,Food,388.45,14,30,4,1,5438.3
2023-02-10,East,Food,15.37,13,52,4,0,199.81
2023-02-13,East,Furniture,453.6,16,45,4,1,7257.6
2023-02-14,East,Furniture,81.46,9,39,2,1,733.14
2023-02-15,North,Electronics,87.15,17,67,3,0,1481.5500000000002
2023-02-16,North,Clothing,472.3,12,35,3,1,5667.6
2023-02-17,North,Food,498.19,2,30,5,0,996.38
2023-02-19,North,Food,273.14,11,22,4,0,3004.54
2023-02-21,South,Furniture,378.75,8,49,5,0,3030.0
2023-02-22,South,Food,104.68,12,66,5,0,1256.16
2023-02-23,West,Furniture,327.88,13,47,2,0,4262.44
2023-02-24,North,Clothing,222.96,9,21,5,0,2006.64
2023-02-26,East,Furniture,431.7,2,41,4,0,863.4
2023-02-27,East,Clothing,490.09,9,43,1,0,4410.8099999999995
2023-02-28,East,Electronics,169.84,12,58,2,0,2038.08
2023-02-28,South,Food,166.83,9,35,4,0,1501.47
2023-03-01,South,Electronics,37.89,15,50,1,0,568.35
2023-03-02,West,Furniture,200.32,12,59,2,0,2403.84
2023-03-04,South,Electronics,395.36,15,52,4,0,5930.400000000001
2023-03-08,South,Clothing,383.58,4,37,4,1,1534.32
2023-03-12,West,Furniture,425.74,17,26,3,0,7237.58
2023-03-12,South,Electronics,16.56,6,21,5,0,99.35999999999999
2023-03-13,West,Furniture,48.11,17,40,5,0,817.87
2023-03-14,East,Electronics,347.8,15,21,5,1,5217.0
2023-03-14,West,Food,314.99,17,69,1,0,5354.83
2023-03-17,East,Electronics,364.36,5,38,4,0,1821.8000000000002
2023-03-18,South,Food,340.17,7,28,4,1,2381.19
2023-03-20,South,Clothing,201.52,1,62,3,1,201.52
2023-03-26,North,Food,176.32,1,62,3,0,176.32
2023-03-29,South,Electronics,279.34,4,30,2,0,1117.36
2023-03-29,North,Electronics,401.76,4,40,5,0,1607.04
2023-03-30,South,Electronics,360.21,14,22,1,0,5042.94
2023-03-30,East,Food,389.47,1,69,1,0,389.47
2023-04-01,North,Furniture,213.8,16,35,4,0,3420.8
2023-04-01,North,Clothing,282.53,15,27,4,1,4237.95
2023-04-03,North,Electronics,471.15,4,39,5,0,1884.6
2023-04-06,East,Electronics,195.0,1,21,2,0,195.0
2023-04-06,South,Furniture,149.65,17,52,1,0,2544.05
2023-04-09,West,Clothing,111.52,8,48,2,0,892.16
2023-04-10,East,Electronics,244.07,19,25,5,0,4637.33
2023-04-12,South,Clothing,344.86,12,49,4,0,4138.32
2023-04-14,West,Furniture,234.65,15,29,4,0,3519.75
2023-04-16,West,Furniture,33.54,15,29,2,0,503.09999999999997
2023-04-18,North,Food,143.24,17,59,2,0,2435.08
2023-04-20,West,Electronics,290.71,15,36,4,0,4360.65
2023-04-22,North,Food,218.88,18,45,1,0,3939.84
2023-04-24,East,Food,249.31,7,21,3,1,1745.17
2023-04-27,West,Food,361.08,3,22,5,0,1083.24
2023-04-28,West,Food,394.21,19,33,4,0,7489.99
2023-04-28,South,Food,161.89,11,23,3,0,1780.79
2023-04-29,South,Furniture,345.76,17,51,5,0,5877.92
2023-04-30,West,Electronics,349.1,18,63,3,0,6283.8
2023-04-30,South,Furniture,421.76,13,55,3,0,5482.88
2023-05-02,South,Furniture,40.15,10,39,5,1,401.5
2023-05-03,East,Furniture,261.05,3,28,3,1,783.1500000000001
2023-05-04,South,Food,28.83,13,61,1,0,374.78999999999996
2023-05-04,East,Furniture,411.94,12,47,3,0,4943.28
2023-05-09,West,Clothing,129.86,10,31,1,0,1298.6000000000001
2023-05-09,North,Clothing,247.0,3,54,1,0,741.0
2023-05-12,West,Furniture,227.92,9,26,3,0,2051.2799999999997
2023-05-21,North,Clothing,112.86,19,68,2,0,2144.34
2023-05-23,South,Clothing,228.63,7,27,5,1,1600.4099999999999
2023-05-23,South,Food,208.46,3,32,5,0,625.38
2023-05-25,West,Furniture,248.7,6,69,5,0,1492.1999999999998
2023-05-26,North,Food,35.83,16,37,5,0,573.28
2023-05-28,South,Furniture,414.98,2,45,4,0,829.96
2023-05-28,West,Electronics,71.07,14,58,1,0,994.9799999999999
2023-05-28,East,Electronics,141.31,13,65,2,0,1837.03
2023-05-31,South,Food,70.09,10,23,5,0,700.9000000000001
2023-05-31,West,Furniture,323.23,9,38,1,0,2909.07
2023-06-02,South,Food,46.97,17,30,4,0,798.49
2023-06-02,North,Electronics,25.77,18,54,4,0,463.86
2023-06-02,South,Furniture,421.23,11,51,5,0,4633.530000000001
2023-06-04,North,Food,245.37,3,23,4,0,736.11
2023-06-04,West,Electronics,6.59,19,38,4,1,125.21
2023-06-06,North,Clothing,345.7,13,43,3,0,4494.099999999999
2023-06-07,North,Clothing,34.46,5,60,1,0,172.3
2023-06-08,South,Food,221.61,13,59,4,0,2880.9300000000003
2023-06-10,East,Food,20.32,16,59,2,0,325.12
2023-06-10,South,Electronics,238.88,18,48,1,0,4299.84
2023-06-10,South,Furniture,151.79,2,38,5,0,303.58
2023-06-10,North,Furniture,22.48,1,66,5,0,22.48
2023-06-11,South,Furniture,359.58,18,34,4,0,6472.44
2023-06-14,West,Food,11.24,3,66,3,1,33.72
2023-06-16,East,Furniture,190.79,2,51,5,0,381.58
2023-06-18,South,Food,368.14,16,45,4,0,5890.24
2023-06-19,South,Electronics,66.79,8,19,3,0,534.32
2023-06-20,West,Electronics,246.49,3,19,1,0,739.47
2023-06-21,East,Food,327.18,9,61,2,0,2944.62
2023-06-28,East,Food,398.13,8,39,1,0,3185.04
2023-06-29,South,Clothing,251.0,14,57,4,0,3514.0
2023-06-29,South,Clothing,75.36,1,66,2,0,75.36
2023-06-30,East,Food,415.55,2,43,4,0,831.1
2023-06-30,East,Electronics,132.52,2,28,5,0,265.04
2023-06-30,East,Electronics,240.4,4,59,3,0,961.6
2023-07-01,South,Furniture,67.5,16,29,2,0,1080.0
2023-07-03,North,Food,37.36,19,21,2,1,709.84
2023-07-06,South,Food,62.49,15,44,3,0,937.35
2023-07-06,East,Food,308.9,1,29,5,0,308.9
2023-07-15,East,Electronics,459.45,13,30,5,0,5972.849999999999
2023-07-15,South,Electronics,53.71,18,61,1,0,966.78
2023-07-18,South,Electronics,226.37,3,43,5,0,679.11
2023-07-18,South,Food,122.25,10,49,2,0,1222.5
2023-07-19,South,Electronics,266.06,2,28,3,0,532.12
2023-07-20,South,Clothing,56.59,1,62,2,0,56.59
2023-07-21,East,Clothing,235.28,2,18,2,0,470.56
2023-07-24,North,Electronics,22.16,10,37,4,0,221.6
2023-07-24,North,Clothing,96.32,7,60,4,0,674.24
2023-07-24,East,Clothing,33.98,7,26,1,0,237.85999999999999
2023-07-29,East,Electronics,196.34,18,53,3,1,3534.12
2023-07-30,North,Furniture,195.0,10,68,4,0,1950.0
2023-07-30,East,Furniture,233.43,8,30,4,0,1867.44
2023-08-01,East,Electronics,249.64,2,28,1,0,499.28
2023-08-04,South,Food,481.88,17,63,4,0,8191.96
2023-08-05,South,Electronics,318.9,19,42,2,0,6059.099999999999
2023-08-14,South,Furniture,381.76,4,53,4,0,1527.04
2023-08-17,West,Electronics,451.71,9,31,5,0,4065.39
2023-08-18,West,Food,155.85,16,51,5,0,2493.6
2023-08-19,North,Furniture,263.68,14,18,2,0,3691.52
2023-08-20,East,Clothing,367.87,14,63,3,0,5150.18
2023-08-21,East,Electronics,197.05,2,29,2,0,394.1
2023-08-22,South,Furniture,246.38,15,19,1,0,3695.7
2023-08-25,South,Food,275.62,19,42,3,0,5236.78
2023-08-30,North,Clothing,495.67,4,68,4,0,1982.68
2023-09-01,East,Electronics,101.34,2,64,5,0,202.68
2023-09-08,West,Furniture,246.35,4,39,5,0,985.4
2023-09-08,West,Electronics,176.93,6,49,4,0,1061.58
2023-09-10,South,Clothing,328.32,13,33,4,0,4268.16
2023-09-11,North,Furniture,421.79,15,27,5,1,6326.85
2023-09-12,South,Furniture,363.37,8,29,2,0,2906.96
2023-09-15,North,Food,414.22,13,63,3,0,5384.860000000001
2023-09-16,South,Food,446.58,17,40,2,0,7591.86
2023-09-25,East,Furniture,379.3,6,64,3,0,2275.8
2023-09-25,South,Clothing,232.43,15,61,4,0,3486.4500000000003
2023-09-27,West,Electronics,475.51,18,62,3,0,8559.18
2023-09-27,East,Furniture,379.59,4,58,3,0,1518.36
2023-09-27,South,Food,319.87,7,30,4,0,2239.09
2023-09-29,East,Electronics,70.6,13,40,1,0,917.8
2023-10-01,West,Clothing,270.23,13,39,3,0,3512.9900000000002
2023-10-01,West,Clothing,105.0,15,60,2,0,1575.0
2023-10-01,West,Clothing,26.37,5,42,1,1,131.85
2023-10-03,East,Food,382.14,11,43,1,0,4203.54
2023-10-03,South,Furniture,417.9,11,52,2,0,4596.9
2023-10-03,West,Electronics,161.13,10,48,3,0,1611.3
2023-10-04,North,Electronics,389.34,11,29,4,0,4282.74
2023-10-04,East,Electronics,376.93,10,57,1,1,3769.3
2023-10-05,South,Electronics,264.05,6,66,5,0,1584.3000000000002
2023-10-09,South,Furniture,233.84,19,37,4,0,4442.96
2023-10-14,East,Clothing,37.99,17,57,5,0,645.83
2023-10-16,West,Clothing,218.34,17,58,5,0,3711.78
2023-10-20,East,Furniture,393.9,5,18,3,0,1969.5
2023-10-20,North,Electronics,10.01,14,28,2,0,140.14
2023-10-22,North,Clothing,260.7,12,33,5,0,3128.3999999999996
2023-10-22,East,Furniture,334.13,12,46,1,1,4009.56
2023-10-24,East,Food,446.8,2,32,3,1,893.6
2023-10-24,East,Food,87.6,11,52,1,0,963.5999999999999
2023-10-28,West,Food,221.24,7,28,5,0,1548.68
2023-10-28,South,Electronics,432.08,7,46,4,0,3024.56
2023-10-28,West,Electronics,148.18,8,43,1,0,1185.44
2023-10-29,East,Clothing,10.99,11,57,2,0,120.89
2023-10-30,East,Electronics,369.15,10,62,5,0,3691.5
2023-10-31,East,Clothing,44.09,8,34,1,0,352.72
2023-11-01,South,Electronics,451.37,8,39,1,0,3610.96
2023-11-08,West,Food,102.07,4,61,3,0,408.28
2023-11-09,South,Food,24.02,13,26,4,0,312.26
2023-11-10,South,Furniture,383.36,10,36,3,0,3833.6000000000004
2023-11-10,South,Furniture,490.74,3,59,2,0,1472.22
2023-11-11,East,Food,136.2,14,24,1,0,1906.7999999999997
2023-11-12,North,Electronics,262.87,1,29,5,0,262.87
2023-11-14,South,Clothing,378.86,17,47,2,0,6440.62
2023-11-16,South,Clothing,355.3,4,61,4,0,1421.2
2023-11-17,East,Clothing,187.68,11,58,3,0,2064.48
2023-11-17,East,Furniture,103.06,12,57,5,0,1236.72
2023-11-17,North,Electronics,309.57,8,44,5,0,2476.56
2023-11-18,West,Food,263.12,11,65,3,0,2894.32
2023-11-26,South,Electronics,195.18,18,64,4,0,3513.2400000000002
2023-11-27,North,Furniture,400.36,12,36,1,0,4804.32
2023-12-01,East,Electronics,133.61,15,54,3,0,2004.15
2023-12-02,North,Electronics,173.49,3,34,2,0,520.47
2023-12-03,West,Furniture,218.11,3,28,2,1,654.33
2023-12-05,North,Food,370.03,15,59,5,0,5550.45
2023-12-08,North,Furniture,250.9,10,40,4,0,2509.0
2023-12-09,East,Food,10.79,19,58,1,0,205.01
2023-12-09,North,Electronics,379.33,12,56,2,0,4551.96
2023-12-09,North,Electronics,319.96,10,34,4,0,3199.6
2023-12-10,North,Electronics,68.41,11,42,1,0,752.51
2023-12-11,West,Food,429.88,7,48,3,0,3009.16
2023-12-14,West,Clothing,298.56,11,47,2,0,3284.16
2023-12-14,South,Food,123.56,19,52,5,0,2347.64
2023-12-16,East,Food,198.81,19,35,3,0,3777.39
2023-12-16,North,Furniture,335.94,2,18,4,0,671.88
2023-12-21,East,Electronics,25.8,10,32,5,0,258.0
2023-12-22,West,Electronics,121.15,17,67,4,0,2059.55
2023-12-29,East,Food,238.23,12,18,1,0,2858.7599999999998
2023-12-30,North,Food,450.51,17,49,4,0,7658.67
2023-12-31,North,Electronics,226.92,5,67,5,0,1134.6
2024-01-02,East,Clothing,116.18,19,55,3,0,2207.42
2024-01-04,West,Clothing,482.19,8,64,4,0,3857.52
2024-01-09,North,Food,498.92,8,24,5,0,3991.36
2024-01-10,North,Food,44.31,2,54,1,0,88.62
2024-01-14,East,Food,423.57,1,42,2,0,423.57
2024-01-18,North,Furniture,463.95,5,31,5,0,2319.75
2024-01-19,West,Food,79.33,6,32,1,0,475.98
2024-01-21,West,Furniture,345.42,6,54,5,0,2072.52
2024-01-22,South,Food,88.17,8,42,2,0,705.36
2024-01-24,East,Food,206.75,3,26,2,0,620.25
2024-01-24,West,Food,227.64,7,25,3,0,1593.48
2024-01-25,East,Clothing,260.26,16,25,3,0,4164.16
2024-01-25,West,Clothing,65.09,11,49,1,0,715.99
2024-02-01,South,Clothing,258.77,10,56,4,0,2587.7
2024-02-04,West,Furniture,246.1,8,52,5,0,1968.8
2024-02-04,South,Food,179.86,6,44,1,0,1079.16
2024-02-05,West,Electronics,345.63,10,48,3,0,3456.3
2024-02-05,South,Electronics,398.13,7,65,1,0,2786.91
2024-02-06,North,Food,447.52,19,61,5,0,8502.88
2024-02-07,South,Clothing,59.94,3,65,5,0,179.82
2024-02-08,West,Electronics,165.07,9,31,1,0,1485.6299999999999
2024-02-09,South,Food,355.83,19,43,4,0,6760.7699999999995
2024-02-09,West,Clothing,306.22,1,41,2,0,306.22
2024-02-13,South,Furniture,140.17,12,38,4,0,1682.04
2024-02-16,South,Food,150.28,7,51,3,0,1051.96
2024-02-17,East,Furniture,336.4,11,42,4,0,3700.3999999999996
2024-02-22,South,Clothing,481.74,11,47,4,0,5299.14
2024-02-24,South,Food,299.27,10,36,3,0,2992.7
2024-02-25,East,Electronics,298.64,6,64,1,0,1791.84
2024-02-28,North,Food,298.86,11,65,1,0,3287.46
2024-02-29,West,Food,332.38,5,33,3,0,1661.9
2024-03-02,South,Food,91.55,18,54,3,0,1647.8999999999999
2024-03-04,South,Electronics,426.87,3,36,4,0,1280.6100000000001
2024-03-07,East,Furniture,393.52,14,18,3,0,5509.28
2024-03-08,East,Furniture,165.55,5,40,1,0,827.75
2024-03-09,East,Food,107.46,4,59,2,0,429.84
2024-03-09,West,Furniture,264.08,19,64,1,0,5017.5199999999995
2024-03-09,East,Furniture,394.52,7,18,1,0,2761.64
2024-03-11,West,Furniture,190.4,17,27,2,0,3236.8
2024-03-13,North,Electronics,331.85,14,55,5,0,4645.900000000001
2024-03-14,South,Food,408.89,2,55,2,0,817.78
2024-03-14,South,Clothing,86.58,10,58,2,0,865.8
2024-03-15,North,Clothing,402.31,5,62,4,0,2011.55
2024-03-16,West,Food,231.97,15,19,5,0,3479.55
2024-03-19,South,Clothing,217.68,9,39,5,0,1959.1200000000001
2024-03-20,West,Furniture,44.69,15,23,1,1,670.3499999999999
2024-03-22,South,Furniture,303.88,6,34,4,1,1823.28
2024-03-28,West,Electronics,305.51,13,21,1,0,3971.63
2024-03-29,East,Electronics,84.21,8,30,1,0,673.68
2024-04-03,North,Food,174.87,2,69,3,0,349.74
2024-04-04,East,Clothing,255.2,14,60,1,0,3572.7999999999997
2024-04-17,East,Furniture,488.52,17,31,5,0,8304.84
2024-04-19,South,Clothing,24.53,3,30,5,0,73.59
2024-04-19,West,Electronics,349.04,15,67,5,0,5235.6
2024-04-20,South,Electronics,336.25,2,67,4,0,672.5
2024-04-23,South,Food,377.95,16,36,5,0,6047.2
2024-04-26,West,Clothing,69.7,5,28,3,0,348.5
2024-04-28,East,Clothing,320.27,9,34,1,0,2882.43
2024-04-28,West,Clothing,183.27,10,19,1,0,1832.7
2024-04-28,North,Clothing,200.27,11,52,3,0,2202.9700000000003
2024-04-28,East,Electronics,378.21,15,22,3,0,5673.15
2024-04-30,North,Clothing,200.59,16,36,4,0,3209.44
2024-05-03,West,Food,140.71,14,66,2,0,1969.94
2024-05-04,North,Electronics,421.81,5,32,2,0,2109.05
2024-05-06,North,Electronics,307.34,5,68,5,1,1536.6999999999998
2024-05-07,South,Clothing,463.56,8,37,2,0,3708.48
2024-05-07,East,Clothing,466.22,16,60,3,1,7459.52
2024-05-08,West,Electronics,388.44,16,62,2,0,6215.04
2024-05-08,East,Clothing,450.54,4,44,5,0,1802.16
2024-05-09,East,Furniture,440.64,8,38,1,0,3525.12
2024-05-14,West,Electronics,203.74,3,67,2,0,611.22
2024-05-14,North,Food,455.06,18,65,1,0,8191.08
2024-05-16,South,Food,35.37,17,51,1,0,601.29
2024-05-16,East,Furniture,246.68,12,22,2,0,2960.16
2024-05-17,East,Electronics,187.04,7,47,3,0,1309.28
2024-05-19,North,Electronics,143.62,8,66,1,0,1148.96
2024-05-22,North,Food,413.4,16,47,4,0,6614.4
2024-06-05,South,Clothing,117.74,5,54,2,0,588.6999999999999
2024-06-12,North,Furniture,216.61,12,42,5,0,2599.32
2024-06-13,East,Furniture,154.13,10,34,5,0,1541.3
2024-06-15,North,Food,491.84,13,23,1,0,6393.92
2024-06-18,North,Food,364.7,11,42,2,0,4011.7
2024-06-19,East,Electronics,370.07,18,43,4,0,6661.26
2024-06-19,East,Furniture,110.26,10,55,4,0,1102.6000000000001
2024-06-20,East,Electronics,170.58,3,34,5,0,511.74
2024-06-21,South,Clothing,414.62,1,56,4,0,414.62
2024-06-21,South,Furniture,444.03,11,33,1,0,4884.33
2024-06-22,West,Food,84.24,9,50,4,0,758.16
2024-06-23,West,Electronics,40.11,5,41,2,0,200.55
2024-06-23,South,Clothing,489.66,15,69,4,0,7344.900000000001
2024-06-24,East,Clothing,371.25,18,44,2,0,6682.5
2024-06-24,West,Food,45.67,3,65,3,0,137.01
2024-06-26,South,Furniture,335.44,13,33,4,0,4360.72
2024-07-01,South,Electronics,251.42,8,18,1,0,2011.36
2024-07-01,North,Furniture,191.06,18,41,3,0,3439.08
2024-07-06,South,Food,484.09,6,35,4,0,2904.54
2024-07-06,West,Food,443.67,5,63,4,0,2218.35
2024-07-07,East,Electronics,335.56,10,60,4,0,3355.6
